date,card_number,business_or_person_original,category_original,debit,credit,business_or_person,category,sequence
2022-11-19,5739,mjam gmbh_kzrr-36z5,merchandise,30.13,,mjam gmbh_kzrr-z,dining,1
2022-11-18,5739,tst* lokal - coconut g,dining,130.56,,tst* lokal - coconut g,dining,1
2022-11-17,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-16,5739,taco bell 001500154518,dining,11.53,,taco bell ,dining,1
2022-11-15,5739,chipotle 3232,dining,22.26,,chipotle ,dining,1
2022-11-15,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-14,5739,publix #1748,merchandise,120.45,,publix ,groceries,1
2022-11-14,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-13,5739,tst* el taquito - coco,dining,5.08,,tst* el taquito - coco,dining,1
2022-11-13,5739,tst* aida miami,dining,38.82,,tst* aida miami,dining,1
2022-11-13,5739,parkone mayfair 406000,gas/automotive,12.0,,parkone mayfair ,car/bike/metro,1
2022-11-13,5739,sq *vias empandas,dining,4.0,,sq *vias empandas,dining,1
2022-11-13,5739,sq *cocowalk salt & st,dining,8.49,,sq *cocowalk salt & st,dining,1
2022-11-12,5739,sq *atelier monnier da,dining,20.12,,sq *atelier monnier da,dining,1
2022-11-10,5739,tjmaxx #0271,merchandise,29.94,,tjmaxx ,merchandise,1
2022-11-10,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-08,5739,cvs/pharmacy #03121,health care,4.6,,cvs/pharmacy ,health care,1
2022-11-08,5739,cvs/pharmacy #03121,health care,45.14,,cvs/pharmacy ,health care,1
2022-11-08,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-07,5739,"miller tire 107, inc",gas/automotive,90.59,,"miller tire , inc",car/bike/metro,1
2022-11-07,5739,advance auto parts #93,gas/automotive,6.94,,advance auto parts ,car/bike/metro,1
2022-11-06,5739,exxonmobil    99239964,gas/automotive,12.83,,exxonmobil    ,car/bike/metro,1
2022-11-07,5739,city of south miami,gas/automotive,3.25,,city of south miami,car/bike/metro,1
2022-11-06,5739,sq *dr smood south mia,dining,12.79,,sq *dr smood south mia,dining,1
2022-11-06,5739,sq *dr smood south mia,dining,26.39,,sq *dr smood south mia,dining,1
2022-11-05,5739,san francisco animal,health care,644.99,,san francisco animal,pet care,1
2022-11-05,5739,publix #658,merchandise,162.05,,publix ,groceries,1
2022-11-04,5739,wendy's  #1699,dining,11.11,,wendy's  ,dining,1
2022-11-04,5739,bike masters,merchandise,64.18,,bike masters,merchandise,1
2022-11-03,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-11-01,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-10-31,5739,westar gas,gas/automotive,22.01,,westar gas,car/bike/metro,1
2022-10-31,5739,publix #550,merchandise,174.3,,publix ,groceries,1
2022-10-31,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-10-31,5739,commercial pay vacuums,gas/automotive,2.0,,commercial pay vacuums,car/bike/metro,1
2022-10-31,5739,glf*miccosukeegolf,entertainment,12.0,,glf*miccosukeegolf,entertainment,1
2022-10-31,5739,amzn mktp us*h02gc4sh1,merchandise,47.03,,amzn mktp us*hgcsh,merchandise,1
2022-10-31,5739,amzn mktp us*h02cc8z02,merchandise,89.87,,amzn mktp us*hccz,merchandise,1
2022-10-30,5739,publix #1748,merchandise,30.25,,publix ,groceries,1
2022-10-29,5739,lufthan22002204001817481,airfare,64.99,,lufthan,travel,1
2022-10-30,5739,ikea miami,merchandise,298.53,,ikea miami,home,1
2022-10-29,5739,jamie oliver italien,dining,7.9,,jamie oliver italien,dining,1
2022-10-29,5739,mjam gmbh_y90n-40um,merchandise,34.17,,mjam gmbh_yn-um,dining,1
2022-10-28,5739,about coffee gmbh,dining,18.67,,about coffee gmbh,dining,1
2022-10-28,5739,billa dankt,merchandise,95.76,,billa dankt,groceries,1
2022-10-27,5739,mel & koffie,dining,17.8,,mel & koffie,dining,1
2022-10-27,5739,wiener linien 225,other travel,4.84,,wiener linien ,car/bike/metro,1
2022-10-27,5739,mueller mha handelsgmb,health care,98.4,,mueller mha handelsgmb,merchandise,1
2022-10-26,5739,stadt wien ma 44 hütte,other services,4.59,,stadt wien ma  hütte,exercise,1
2022-10-26,5739,joseph bäckerei patiss,dining,16.11,,joseph bäckerei patiss,dining,1
2022-10-26,5739,oebb ticket automat,other travel,2.39,,oebb ticket automat,travel,1
2022-10-24,5739,stadthallenbad,entertainment,6.9,,stadthallenbad,entertainment,1
2022-10-24,5739,mjam gmbh_ybpe-unsa,merchandise,29.61,,mjam gmbh_ybpe-unsa,dining,1
2022-10-24,5739,amzn mktp us*h84ro22q1,merchandise,592.29,,amzn mktp us*hroq,merchandise,1
2022-10-23,5739,wiener linien 228,other travel,4.73,,wiener linien ,car/bike/metro,1
2022-10-23,5739,golfclub wienerberg,entertainment,21.68,,golfclub wienerberg,entertainment,1
2022-10-22,5739,ankerbrot,dining,7.1,,ankerbrot,dining,1
2022-10-22,5739,billa dankt,merchandise,87.1,,billa dankt,groceries,1
2022-10-23,5739,amzn mktp us*h83uj1hk1,merchandise,54.69,,amzn mktp us*hujhk,merchandise,1
2022-10-21,5739,stadthallenbad,entertainment,6.89,,stadthallenbad,entertainment,1
2022-10-21,5739,sumup  *cafe cay gmbh,dining,31.51,,sumup  *cafe cay gmbh,dining,1
2022-10-21,5739,interspar dankt,merchandise,30.27,,interspar dankt,groceries,1
2022-10-20,5739,stadthallenbad,entertainment,6.91,,stadthallenbad,entertainment,1
2022-10-19,5739,billa dankt,merchandise,13.98,,billa dankt,groceries,1
2022-10-19,5739,tmobile*prepaid web,phone/cable,48.55,,tmobile*prepaid web,utilities,1
2022-10-17,5739,der mann - backwaren 9,dining,3.33,,der mann - backwaren ,dining,1
2022-10-15,5739,billa dankt,merchandise,3.72,,billa dankt,groceries,1
2022-10-14,5739,der mann - backwaren 9,dining,7.45,,der mann - backwaren ,dining,1
2022-10-13,5739,bipa dankt,merchandise,26.84,,bipa dankt,groceries,1
2022-10-13,5739,der mann - backwaren 9,dining,7.33,,der mann - backwaren ,dining,1
2022-10-13,5739,obi bau- und heimwerke,merchandise,23.92,,obi bau- und heimwerke,home,1
2022-10-10,5739,libro fil.695,merchandise,9.83,,libro fil.,merchandise,1
2022-10-10,5739,bäckerei cafe felzl,dining,7.66,,bäckerei cafe felzl,dining,1
2022-10-09,5739,wiener wurstelstand,dining,5.11,,wiener wurstelstand,dining,1
2022-10-08,5739,xxxlutz wien 15,merchandise,71.6,,xxxlutz wien ,home,1
2022-10-09,5739,kindle svcs*1k57c43l2,entertainment,12.46,,kindle svcs*kcl,learning,1
2022-10-09,5739,mcdonalds 174,dining,2.45,,mcdonalds ,dining,1
2022-10-09,5739,joseph brot,dining,13.74,,joseph brot,dining,1
2022-10-09,5739,felber dassanowskyweg,dining,4.03,,felber dassanowskyweg,dining,1
2022-10-09,5739,cafe goldener papage,dining,6.09,,cafe goldener papage,dining,1
2022-10-08,5739,ankerbrot,dining,7.07,,ankerbrot,dining,1
2022-10-08,5739,spar dankt 4847,merchandise,2.42,,spar dankt ,groceries,1
2022-10-08,5739,bipa dankt,merchandise,0.58,,bipa dankt,groceries,1
2022-10-08,5739,billa dankt,merchandise,45.54,,billa dankt,groceries,1
2022-10-07,5739,sumup  *ottakringer be,dining,19.44,,sumup  *ottakringer be,dining,1
2022-10-05,5739,stadt wien ma 44 jörge,other services,4.59,,stadt wien ma  jörge,exercise,1
2022-10-05,5739,mel & koffie,dining,3.59,,mel & koffie,dining,1
2022-10-05,5739,amzn mktp de*qh2ag0sx5,merchandise,90.58,,amzn mktp de*qhagsx,merchandise,1
2022-10-04,5739,starbucks 17786,dining,11.22,,starbucks ,dining,1
2022-10-04,5739,dibbern gmbh,merchandise,46.76,,dibbern gmbh,merchandise,1
2022-10-04,5739,haardt & krueger,merchandise,94.36,,haardt & krueger,merchandise,1
2022-10-03,5739,stadthallenbad,entertainment,6.9,,stadthallenbad,entertainment,1
2022-10-03,5739,hofer dankt,merchandise,36.62,,hofer dankt,groceries,1
2022-10-03,5739,billa dankt,merchandise,18.29,,billa dankt,groceries,1
2022-10-02,5739,amzn mktp de*g60ji45j5,merchandise,41.64,,amzn mktp de*gjij,merchandise,1
2022-10-02,5739,ikea austria onlinesho,merchandise,50.13,,ikea austria onlinesho,home,1
2022-10-01,5739,ankerbrot,dining,7.1,,ankerbrot,dining,1
2022-10-01,5739,modi 1080,dining,26.61,,modi ,dining,1
2022-10-01,5739,westwingnow.de 8189443,merchandise,191.17,,westwingnow.de ,home,1
2022-09-30,5739,stadthallenbad,entertainment,6.85,,stadthallenbad,entertainment,1
2022-09-30,5739,bipa dankt,merchandise,16.85,,bipa dankt,groceries,1
2022-09-30,5739,mini markt,merchandise,14.67,,mini markt,groceries,1
2022-09-30,5739,kindle svcs*1458i9t50,entertainment,13.99,,kindle svcs*it,learning,1
2022-09-29,5739,offerl schottengasse,dining,5.43,,offerl schottengasse,dining,1
2022-09-29,5739,sumup  *caffecouture,dining,3.39,,sumup  *caffecouture,dining,1
2022-09-28,5739,stadt wien ma 44 jörge,other services,4.45,,stadt wien ma  jörge,exercise,1
2022-09-26,5739,stadthallenbad,entertainment,6.9,,stadthallenbad,entertainment,1
2022-09-26,5739,hofer dankt,merchandise,46.94,,hofer dankt,groceries,1
2022-09-26,5739,amzn mktp de*950p38jp5,merchandise,33.57,,amzn mktp de*pjp,merchandise,1
2022-09-25,5739,home24 se,merchandise,157.61,,home se,home,1
2022-09-24,5739,feuerwehrwagner,dining,75.86,,feuerwehrwagner,dining,1
2022-09-24,5739,ma 49 weingut cobenzl,other services,6.9,,ma  weingut cobenzl,dining,1
2022-09-24,5739,restaurant,dining,44.33,,restaurant,dining,1
2022-09-23,5739,burger king elterleinp,dining,7.93,,burger king elterleinp,dining,1
2022-09-23,5739,billa dankt,merchandise,22.65,,billa dankt,groceries,1
2022-09-22,5739,sumup  *the pelican co,dining,11.8,,sumup  *the pelican co,dining,1
2022-09-22,5739,sumup  *cafe tagsueber,dining,34.99,,sumup  *cafe tagsueber,dining,1
2022-09-21,5739,stadthallenbad,entertainment,7.04,,stadthallenbad,entertainment,1
2022-09-21,5739,kosterei,merchandise,8.85,,kosterei,merchandise,1
2022-09-21,5739,billa dankt,merchandise,37.78,,billa dankt,groceries,1
2022-09-21,5739,espressorado e. u.,merchandise,11.46,,espressorado e. u.,merchandise,1
2022-09-21,5739,blumen barbara kugl,merchandise,14.07,,blumen barbara kugl,merchandise,1
2022-09-21,5739,store u stories,merchandise,24.93,,store u stories,merchandise,1
2022-09-19,5739,stadthallenbad,entertainment,7.03,,stadthallenbad,entertainment,1
2022-09-19,5739,hofer dankt,merchandise,59.29,,hofer dankt,groceries,1
2022-09-18,5739,rasthaus rohrhaus,dining,15.06,,rasthaus rohrhaus,dining,1
2022-09-17,5739,sumup  *m.a.c.- hoffma,professional services,30.11,,sumup  *m.a.c.- hoffma,dining,1
2022-09-17,5739,sumup  *cafe le marche,dining,12.85,,sumup  *cafe le marche,dining,1
2022-09-16,5739,sumup  *the pelican c,dining,9.02,,sumup  *the pelican c,dining,1
2022-09-16,5739,mel & koffie,dining,6.76,,mel & koffie,dining,1
2022-09-16,5739,interspar dankt,merchandise,84.55,,interspar dankt,groceries,1
2022-09-16,5739,sumup  *the green room,dining,20.54,,sumup  *the green room,dining,1
2022-09-15,5739,stadthallenbad,entertainment,7.02,,stadthallenbad,entertainment,1
2022-09-15,5739,der mann - backwaren 9,dining,3.41,,der mann - backwaren ,dining,1
2022-09-15,5739,amazon.de amazon.de,merchandise,427.04,,amazon.de amazon.de,merchandise,1
2022-09-14,5739,calienna,merchandise,7.33,,calienna,merchandise,1
2022-09-14,5739,amzn mktp de*me91z7uo5,merchandise,15.29,,amzn mktp de*mezuo,merchandise,1
2022-09-12,5739,stadthallenbad,entertainment,7.08,,stadthallenbad,entertainment,1
2022-09-12,5739,hofer dankt,merchandise,29.93,,hofer dankt,groceries,1
2022-09-12,5739,amzn mktp de*aj8yd77a5,merchandise,208.25,,amzn mktp de*ajyda,merchandise,1
2022-09-11,5739,bäckerei martini,dining,7.58,,bäckerei martini,dining,1
2022-09-11,5739,home24 se,merchandise,1059.81,,home se,home,1
2022-09-10,5739,velobis,dining,40.45,,velobis,dining,1
2022-09-10,5739,ankerbrot,dining,3.54,,ankerbrot,dining,1
2022-09-10,5739,ankerbrot,dining,3.54,,ankerbrot,dining,2
2022-09-08,5739,stadt wien ma 44 kongr,other services,12.15,,stadt wien ma  kongr,exercise,1
2022-09-08,5739,billa dankt,merchandise,18.79,,billa dankt,groceries,1
2022-09-07,5739,billa dankt,merchandise,33.92,,billa dankt,groceries,1
2022-09-06,5739,stadt wien ma 44 kongr,other services,6.17,,stadt wien ma  kongr,exercise,1
2022-09-06,5739,oebb ticket automat,other travel,50.75,,oebb ticket automat,travel,1
2022-09-05,5739,tip,professional services,2.61,,tip,donation,1
2022-09-05,5739,sumup  *combi coffeen,dining,7.43,,sumup  *combi coffeen,dining,1
2022-09-05,5739,prometeu iii,merchandise,30.1,,prometeu iii,merchandise,1
2022-09-05,5739,sumup  *combi coffee-n,dining,12.74,,sumup  *combi coffee-n,dining,1
2022-09-04,5739,noshi co,dining,18.06,,noshi co,dining,1
2022-09-04,5739,pingo doce matosinho,merchandise,8.39,,pingo doce matosinho,merchandise,1
2022-09-04,5739,pev entertainment,entertainment,42.65,,pev entertainment,entertainment,1
2022-09-03,5739,so coffee roasters,dining,8.13,,so coffee roasters,dining,1
2022-09-03,5739,cafe hungry biker,dining,18.06,,cafe hungry biker,dining,1
2022-09-04,5739,www.headout.com,other travel,13.65,,www.headout.com,travel,1
2022-09-03,5739,ale-hop,merchandise,9.03,,ale-hop,merchandise,1
2022-09-02,5739,tip,professional services,2.62,,tip,donation,1
2022-09-02,5739,areas portugal sa,dining,9.76,,areas portugal sa,dining,1
2022-09-02,5739,pingo doce,merchandise,10.24,,pingo doce,merchandise,1
2022-09-02,5739,2319-gm t1 espada,dining,13.79,,-gm t espada,dining,1
2022-09-01,5739,chicha limona,dining,9.47,,chicha limona,dining,1
2022-09-01,5739,sol de nit,dining,37.24,,sol de nit,dining,1
2022-09-02,5739,el jefe del otro,dining,12.58,,el jefe del otro,dining,1
2022-09-01,5739,market roger de flor,merchandise,11.1,,market roger de flor,merchandise,1
2022-09-01,5739,restaurant fundacio jo,entertainment,7.96,,restaurant fundacio jo,entertainment,1
2022-09-01,5739,el glop,dining,49.59,,el glop,dining,1
2022-08-31,5739,moco museum barcelona,entertainment,35.2,,moco museum barcelona,entertainment,1
2022-08-31,5739,bormuth,dining,76.77,,bormuth,dining,1
2022-08-31,5739,molt bo gourmet,merchandise,6.03,,molt bo gourmet,merchandise,1
2022-08-31,5739,mariscos noemi,merchandise,11.06,,mariscos noemi,merchandise,1
2022-08-31,5739,frutas jaime,merchandise,4.02,,frutas jaime,merchandise,1
2022-08-30,5739,sq *espresso mafia,dining,6.42,,sq *espresso mafia,dining,1
2022-08-30,5739,cafe larc,dining,10.03,,cafe larc,dining,1
2022-08-30,5739,bellako sant joan,dining,25.58,,bellako sant joan,dining,1
2022-08-30,5739,iz *la fabirca,dining,5.82,,iz *la fabirca,dining,1
2022-08-30,5739,farmacia isabel romera,health care,23.02,,farmacia isabel romera,health care,1
2022-08-30,5739,fleca oriell,merchandise,4.81,,fleca oriell,merchandise,1
2022-08-30,5739,renfe ave 71801 2,other travel,34.9,,renfe ave  ,travel,1
2022-08-30,5739,rocambolesc girona,dining,8.42,,rocambolesc girona,dining,1
2022-08-30,5739,www.headout.com,other travel,6.96,,www.headout.com,travel,1
2022-08-29,5739,cafe fosc,dining,21.39,,cafe fosc,dining,1
2022-08-29,5739,market roger de flor,merchandise,13.64,,market roger de flor,merchandise,1
2022-08-28,5739,aramark dk,dining,9.28,,aramark dk,dining,1
2022-08-28,5739,relay 4321617y,merchandise,8.78,,relay y,merchandise,1
2022-08-28,5739,relay 373902sc,merchandise,1.82,,relay sc,merchandise,1
2022-08-28,5739,market roger de flor,merchandise,44.85,,market roger de flor,merchandise,1
2022-08-28,5739,100 montaditos la sure,dining,13.12,, montaditos la sure,dining,1
2022-08-28,5739,metro barcelona,other travel,11.45,,metro barcelona,car/bike/metro,1
2022-08-27,5739,commune de nice,other services,20.18,,commune de nice,car/bike/metro,1
2022-08-27,5739,21 paysans,dining,8.05,, paysans,dining,1
2022-08-27,5739,sc sas cafefin,dining,9.08,,sc sas cafefin,dining,1
2022-08-27,5739,flor rivoli,dining,6.66,,flor rivoli,dining,1
2022-08-26,5739,rmngp musee chagall,other services,20.07,,rmngp musee chagall,entertainment,1
2022-08-27,5739,sas capsud exploitatio,merchandise,10.69,,sas capsud exploitatio,merchandise,1
2022-08-26,5739,sc hotel du cen,lodging,18.56,,sc hotel du cen,dining,1
2022-08-26,5739,carrefour city,merchandise,44.56,,carrefour city,groceries,1
2022-08-25,5739,le don juan,dining,205.0,,le don juan,dining,1
2022-08-25,5739,commune d antibes,other services,8.0,,commune d antibes,car/bike/metro,1
2022-08-25,5739,regie ligne d azur,other travel,10.03,,regie ligne d azur,car/bike/metro,1
2022-08-25,5739,copenhagen coffe,dining,12.5,,copenhagen coffe,dining,1
2022-08-24,5739,sarl note bleue,dining,220.0,,sarl note bleue,dining,1
2022-08-24,5739,sncf,other travel,14.4,,sncf,travel,1
2022-08-23,5739,carrefour expre,merchandise,16.62,,carrefour expre,groceries,1
2022-08-22,5739,la rossettisser,dining,106.22,,la rossettisser,dining,1
2022-08-23,5739,21 paysans,dining,24.55,, paysans,dining,1
2022-08-22,5739,carrefour city,merchandise,114.19,,carrefour city,groceries,1
2022-08-20,5739,stadionbad,entertainment,4.86,,stadionbad,entertainment,1
2022-08-18,5739,bremer stra enbahn ag,other travel,5.81,,bremer stra enbahn ag,car/bike/metro,1
2022-08-18,5739,henry pier west,dining,10.4,,henry pier west,dining,1
2022-08-18,5739,manner shop vie airpor,dining,12.22,,manner shop vie airpor,dining,1
2022-08-18,5739,the lala flughafen,dining,12.95,,the lala flughafen,dining,1
2022-08-18,5739,sundays handels gmb,merchandise,6.11,,sundays handels gmb,merchandise,1
2022-08-18,5739,rewe niklas gerlach oh,merchandise,65.29,,rewe niklas gerlach oh,merchandise,1
2022-08-16,5739,lufthan22002202481277150,airfare,619.25,,lufthan,travel,1
2022-08-17,5739,peek & cloppenburg,merchandise,25.48,,peek & cloppenburg,merchandise,1
2022-08-17,5739,stadt wien ma 44 kongr,other services,6.32,,stadt wien ma  kongr,exercise,1
2022-08-17,5739,baeckerei oefferl scho,dining,9.69,,baeckerei oefferl scho,dining,1
2022-08-16,5739,stadt wien ma 44 kongr,other services,6.37,,stadt wien ma  kongr,exercise,1
2022-08-16,5739,billa dankt,merchandise,49.48,,billa dankt,groceries,1
2022-08-15,5739,alser cafe,dining,4.14,,alser cafe,dining,1
2022-08-15,5739,sumup  *wiki wiki poke,dining,16.03,,sumup  *wiki wiki poke,dining,1
2022-08-15,5739,der mann - backwaren 9,dining,4.55,,der mann - backwaren ,dining,1
2022-08-14,5739,addicted to rock store,dining,20.68,,addicted to rock store,dining,1
2022-08-14,5739,spar dankt 4387,merchandise,3.61,,spar dankt ,groceries,1
2022-08-13,5739,casa mexico,merchandise,27.2,,casa mexico,groceries,1
2022-08-13,5739,stadt wien ma 44 kongr,other services,6.41,,stadt wien ma  kongr,exercise,1
2022-08-13,5739,billa dankt,merchandise,58.11,,billa dankt,groceries,1
2022-08-13,5739,billa dankt,merchandise,18.85,,billa dankt,groceries,1
2022-08-12,5739,about coffee gmbh,dining,19.18,,about coffee gmbh,dining,1
2022-08-11,5739,reisinger shop,merchandise,1192.42,,reisinger shop,merchandise,1
2022-08-12,5739,interspar dankt,merchandise,10.95,,interspar dankt,groceries,1
2022-08-11,5739,baeckerei oefferl scho,dining,9.85,,baeckerei oefferl scho,dining,1
2022-08-11,5739,jonas reindl 1090,dining,7.26,,jonas reindl ,dining,1
2022-08-11,5739,media markt 1150,merchandise,31.1,,media markt ,merchandise,1
2022-08-11,5739,lidl dankt 496,merchandise,1.23,,lidl dankt ,groceries,1
2022-08-09,5739,post 1095,merchandise,5.62,,post ,merchandise,1
2022-08-09,5739,bipa dankt,merchandise,7.08,,bipa dankt,groceries,1
2022-08-09,5739,mel & koffie,dining,7.41,,mel & koffie,dining,1
2022-08-09,5739,mel & koffie,dining,10.68,,mel & koffie,dining,1
2022-08-09,5739,interspar dankt,merchandise,25.55,,interspar dankt,groceries,1
2022-08-08,5739,billa dankt,merchandise,100.33,,billa dankt,groceries,1
2022-08-08,5739,ottoversand.at,merchandise,82.03,,ottoversand.at,home,1
2022-08-07,5739,arco adige,dining,38.97,,arco adige,dining,1
2022-08-06,5739,ikea europaplatz,merchandise,8.71,,ikea europaplatz,home,1
2022-08-06,5739,ikea europaplatz,merchandise,10.25,,ikea europaplatz,home,1
2022-08-06,5739,ikea europaplatz,merchandise,54.53,,ikea europaplatz,home,1
2022-08-06,5739,tk maxx vienna,merchandise,105.55,,tk maxx vienna,merchandise,1
2022-08-06,5739,candy shop vie gmbh,merchandise,3.38,,candy shop vie gmbh,merchandise,1
2022-08-06,5739,mediamarkt a-1070,merchandise,33.83,,mediamarkt a-,merchandise,1
2022-08-06,5739,billa dankt,merchandise,0.61,,billa dankt,groceries,1
2022-08-06,5739,billa dankt,merchandise,1.99,,billa dankt,groceries,1
2022-08-06,5739,motto brot,dining,7.59,,motto brot,dining,1
2022-08-05,5739,hofer dankt,merchandise,8.16,,hofer dankt,groceries,1
2022-08-05,5739,billa dankt,merchandise,27.61,,billa dankt,groceries,1
2022-08-04,5739,about coffee gmbh,dining,7.15,,about coffee gmbh,dining,1
2022-08-04,5739,rcd espanyol taquilla,entertainment,186.27,,rcd espanyol taquilla,entertainment,1
2022-08-04,5739,www.bodum.com,merchandise,61.17,,www.bodum.com,home,1
2022-08-03,5739,billa dankt,merchandise,2.87,,billa dankt,groceries,1
2022-08-03,5739,kaffeeküche,dining,11.63,,kaffeeküche,dining,1
2022-08-02,5739,bipa dankt,merchandise,0.61,,bipa dankt,groceries,1
2022-08-02,5739,wiener linien 812,other travel,52.41,,wiener linien ,car/bike/metro,1
2022-08-02,5739,golfclub wienerberg,entertainment,22.61,,golfclub wienerberg,entertainment,1
2022-08-01,5739,hofer dankt,merchandise,5.11,,hofer dankt,groceries,1
2022-08-01,5739,ikea austria onlinesho,merchandise,701.4,,ikea austria onlinesho,home,1
2022-08-01,5739,ikea wien nord,merchandise,479.88,,ikea wien nord,home,1
2022-07-31,5739,interspar dankt,merchandise,27.18,,interspar dankt,groceries,1
2022-07-30,5739,xxxlutz wien 15,merchandise,31.05,,xxxlutz wien ,home,1
2022-07-31,5739,cafe goldener papage,dining,13.23,,cafe goldener papage,dining,1
2022-07-31,5739,joseph bäckerei patiss,dining,104.96,,joseph bäckerei patiss,dining,1
2022-07-31,5739,billa dankt,merchandise,15.12,,billa dankt,groceries,1
2022-07-30,5739,ikea europaplatz,merchandise,93.81,,ikea europaplatz,home,1
2022-07-30,5739,ikea europaplatz,merchandise,73.29,,ikea europaplatz,home,1
2022-07-30,5739,eisgreissler,dining,5.85,,eisgreissler,dining,1
2022-07-30,5739,felber hernals,dining,12.82,,felber hernals,dining,1
2022-07-30,5739,bäckerei martini,dining,1.85,,bäckerei martini,dining,1
2022-07-28,5739,ryanair   mk6ere0      0,airfare,90.64,,ryanair   mkere      ,travel,1
